CaseIdentifier,Catchwords,Year,URL,WordCount,ParagraphCount,Author,LegalParties
[2020] SGCA 111,Constitutional Law - Fundamental liberties - Freedom of assembly,2020,https://www.elitigation.sg/gd/s/2020_SGCA_111,6491,57,Judith Prakash JA,"Eugene Thuraisingam, Suang Wijaya and Johannes Hadi(Eugene Thuraisingam LLP) for the applicant Kumaresan s/o Gohulabalan,Lim Shin Hui and Seah Ee Wei(Attorney-General's Chambers) for the respondent."
[2020] SGCA 110,Civil Procedure - Inherent powers - Consent orders,2020,https://www.elitigation.sg/gd/s/2020_SGCA_110,6503,0,Steven Chong JA,Not found
[2020] SGHC 242,"Contract — Breach, Tort — Conspiracy

, Contract — Intention to create legal relations",2020,https://www.elitigation.sg/gd/s/2020_SGHC_242,15188,0,Hoo Sheau Peng J,Not found
[2020] SGHC 235,Arbitration - Award - Recourse against award - Appeal under Arbitraiton Act,2020,https://www.elitigation.sg/gd/s/2020_SGHC_235,18482,0,Vinodh Coomaraswamy J,Not found
[2020] SGHC 239,Professions — Medical professions and practice — Professional misconduct ,2020,https://www.elitigation.sg/gd/s/2020_SGHC_239,10798,77,Sundaresh Menon CJ,Ho Mingjie Kevin and Tan Qian Ni Roseanne (Braddell Brothers LLP) for the appellant Tay Wei Loong Julian and Kee Shu'en Theodora (Lee & Lee) for the respondent.
[2020] SGHC 236,Revenue Law — Income taxation — Avoidance,2020,https://www.elitigation.sg/gd/s/2020_SGHC_236,1978,0,Choo Han Teck J,Lau Kah Hee and Muhammad Fikri Yeong Bin Iskandar Shah (BC Lim & Lau LLC) for the appellant in HC/TA 10/2020 and the respondent in HC/TA 11/2020Zheng Sicong and Lau Sze Leng Serene (Inland Revenue Authority of Singapore) for the appellant in HC/TA 11/2020 and the respondent in HC/TA 10/2020.
[2020] SGHCR 8,"Credit And Security — Guarantees and indemnities — Right to indemnity, Credit And Security — Guarantees and indemnities — Co-guarantors —  Right to contribution",2020,https://www.elitigation.sg/gd/s/2020_SGHCR_8,9279,70,Elton Tan Xue Yang AR,Bernard Sahagar s/o Tanggavelu (Lee Bon Leong & Co.) for the plaintiffs Muhammad Hariz Bin Badrul Jamali Tahir and Muhammed Riyach Bin Hussain Omar (H C Law Practice) for the defendants.
[2020] SGHC 241,"Criminal Law — Offences — Outrage of modesty, Criminal Procedure and Sentencing — Charge — Alteration, Criminal Procedure and Sentencing — Sentencing — Benchmark sentences 
",2020,https://www.elitigation.sg/gd/s/2020_SGHC_241,7272,52,Sundaresh Menon CJ,The appellant in person Winston Man and Tay Jia En (Attorney-General's Chambers) for the respondent.
[2020] SGHC 225,"Criminal law — Offences — Murder, Criminal law — General exceptions — Unsoundness of mind",2020,https://www.elitigation.sg/gd/s/2020_SGHC_225,8070,68,Valerie Thean J,"Daphne Lim, and Yan Jiakang (Attorney General's Chambers) for the Prosecution Favian Kang (Peter Low & Choo LLC) and Nichol Yeo (Solitaire LLP) for the accused"
[2020] SGHC 240,Civil Procedure — Appeals — Leave,2020,https://www.elitigation.sg/gd/s/2020_SGHC_240,689,12,Choo Han Teck J,Kyle Yew Chang Mao and Vanathi Eliora Ray (Joseph Lopez LLP) for the applicantHan Wah Teng (CTLC Law Corporation) for respondent.
[2020] SGHC 234,Credit And Security — Performance bond,2020,https://www.elitigation.sg/gd/s/2020_SGHC_234,2564,35,Lee Seiu Kin J,Lee Peng Khoon Edwin and Sanjana Jayaraman (Eldan Law LLP) for the plaintiff Ganesh Bharath Ratnam (Gurbani & Co LLC) for the defendant. Certified True Copy    Private Secretary to Judge Supreme Court
[2020] SGHC(I) 22,"Civil Procedure — Striking out, Civil Procedure –– Interpleader, Civil Procedure –– Further arguments
, Civil Procedure — Pleadings — Amendment, Civil Procedure –– Rules of court –– Offshore case",2020,https://www.elitigation.sg/gd/s/2020_SGHCI_22,5490,0,Simon Thorley IJ,"Yee Mun Howe Gerald, Boey Swee Siang and Jonathan Lim Shi Cao (Premier Law LLC) for the plaintiffs Colin Liew (Essex Court Chambers Duxton (Singapore Practice Group)) (instructed), Kam Su Cheun Aurill, Valerie Thio Shu Jun, Lim Rui Hsien Esther (Legal Clinic LLC) for the defendants."
[2020] SGCA 109,Family Law — Matrimonial assets — Division ,2020,https://www.elitigation.sg/gd/s/2020_SGCA_109,9306,75,Debbie Ong J,Alfred Dodwell and Yap Pui Yee (Dodwell & Co LLC) for the appellant Sam Hui Min Lisa (Lisa Sam & Company) for the respondent.
[2020] SGHC 233,"Criminal Procedure and Sentencing — Sentencing — Unlawful provision of short-term accommodation — Section 12 Planning Act (Cap 232, 1998 Rev Ed)",2020,https://www.elitigation.sg/gd/s/2020_SGHC_233,10907,132,Sundaresh Menon CJ,"Kow Keng Siong, Winston Man and Gabriel Lim (Attorney-General's Chambers) for the appellant The respondent in person Nicholas Liu (Singapore Management University) as young amicus curiae."
[2020] SGHC 232,"Criminal Law — Statutory offences — Misuse of Drugs Act, Criminal Procedure and Sentencing— Statements — Voluntariness ",2020,https://www.elitigation.sg/gd/s/2020_SGHC_232,4791,51,Valerie Thean J,"Mark Tay, Chan Yi Cheng and Shana Poon (Attorney General's Chambers) for the Prosecution Peter Keith Fernando (Leo Fernando LLC), Rajan Sanjiv Kumar and Lee May Ling (Allen & Gledhill LLP) for the accused."
[2020] SGCA 108,"Arbitration — Award — Recourse against award — Setting aside — Breach of natural justice
, Arbitration — Award — Recourse against award — Setting aside — Whether three-month time limit extended by request for correction",2020,https://www.elitigation.sg/gd/s/2020_SGCA_108,12257,119,Woo Bih Li J,"Nakul Dewan SA (instructed), Lin Weiqi Wendy, Goh Wei Wei and Teh Zi Ling, Stephanie (WongPartnership LLP) (instructing) for the appellant in Civil Appeal No 34 of 2019 and the respondent in Civil Appeal No 35 of 2019 Dhillon Dinesh Singh, Toh Jia Yi and Chee Yi Wen, Serene (Allen & Gledhill LLP) for the respondents in Civil Appeal No 34 of 2019 and the appellants in Civil Appeal No 35 of 2019. ."
[2020] SGCA 107,"Conflict of Laws - Natural Forum, Civil Procedure - Service - Service of writ out of jurisdiction",2020,https://www.elitigation.sg/gd/s/2020_SGCA_107,14491,154,Steven Chong JA,"Chan Wai Kit Darren Dominic and Ng Yi Ming Daniel (Characterist LLC) for the appellant in Civil Appeal No 31 of 2020 and the respondent in Civil Appeal No 32 of 2020 Bull Cavinder SC, Kong Man Er and Tan Sih Si(Drew & Napier LLC) for the appellant in Civil Appeal No 32 and the respondent in Civil Appeal No 31 of 2020."
[2020] SGHC 228,"Criminal Law — Statutory offences — Building Control Act, Criminal Procedure and Sentencing — Sentencing — Mitigating factors — ""Clang of the prison gates"" principle",2020,https://www.elitigation.sg/gd/s/2020_SGHC_228,8253,77,Aedit Abdullah J,"N Sreenivasan SC, S Balamurugan, Eva Teh Jing Hui (K&L Gates Straits Law LLC) (instructed), Sivanathan Wijaya Ravana (R. S. Wijaya & Co) for the appellant Kristy Tan, Yang Ziliang, Ho Lian Yi, Mark Yeo and Ho Jiayun (Attorney-General's Chambers) for the respondent."
[2020] SGHC 231,"Criminal Law — Offences — Sexual assault by penetration, Criminal Procedure and Sentencing — Sentencing — Principles 
",2020,https://www.elitigation.sg/gd/s/2020_SGHC_231,4663,0,Dedar Singh Gill J,"Eugene Lee, Kelly Ho and Tan Yen Seow (Attorney-General's Chambers) for the Prosecution Sofia Bennita d/o Mohamed Bakhash (Lexcompass LLC) for the accused."
[2020] SGCA 106,"Civil Procedure — Pleadings, Contract — Consideration — Failure, Civil Procedure — No case to answer, Contract — Consideration — Necessity, Contract — Variation — Consideration",2020,https://www.elitigation.sg/gd/s/2020_SGCA_106,13470,96,Andrew Phang Boon Leong JA,Derek Kang Yu Hsien and Lim Shi Zheng Lucas (Cairnhill Law LLC) for the appellant Tan Kheng Ann Alvin (Wong Thomas & Leong) for the respondent.
[2020] SGHC 230,Criminal Procedure and Sentencing - Sentencing - Principles,2020,https://www.elitigation.sg/gd/s/2020_SGHC_230,3096,61,See Kee Oon J,"Sanjiv Vaswani, Eric Hu and Sarah Thaker (Attorney-General's Chambers) for the appellant Vergis S Abraham and Loo Yinglin Bestlyn (Providence Law Asia LLC) for the respondent."
[2020] SGHC 229,Civil Procedure — Appeals — Leave,2020,https://www.elitigation.sg/gd/s/2020_SGHC_229,9641,101,Tan Siong Thye J,"Eng Zixuan Edmund, Brinden Anandakumar, Danica Gan Fang Ling and Chang Chee Jun (Fullerton Law Chambers LLC) for the plaintiff Davinder Singh s/o Amar Singh SC, Pardeep Singh Khosa, Tan Siew Wei Cheryl, Tan Mao Lin, Delvin Chua and Kenneth Koh (Davinder Singh Chambers LLC) for the first defendant The second defendant absent."
[2020] SGHCF 18,"Family Law — Maintenance, Family Law — Custody — Access, Family Law — Custody — Care and control, Family Law — Matrimonial assets — Division",2020,https://www.elitigation.sg/gd/s/2020_SGHCF_18,3417,27,Choo Han Teck J,Siaw Susanah Roberta (Siaw Kheng Boon & Co) for the plaintiffDefendant in-person.
[2020] SGHC 226,"Partnership — Duties, Partnership — Dissolution — Effect, Partnership — Partners inter se — Accounts
",2020,https://www.elitigation.sg/gd/s/2020_SGHC_226,4520,64,Chua Lee Ming J,"Koh Chia-Ling, Timothy Quek and Norvin Chan (OC Queen Street) for the plaintiffs Lim Chen Thor Jason, Teng Boon Hui and Lim Xiao Ping (De Souza Lim & Goh LLP) for the defendants."
[2020] SGHC 227,"Legal Profession — Disciplinary proceedings — Application for leave under s 82A(5) of the Legal Profession Act (Cap 161, 2009 Rev Ed)",2020,https://www.elitigation.sg/gd/s/2020_SGHC_227,6262,48,Sundaresh Menon CJ,Anil Narain Balchandani (Red Lion Circle) for the applicant.
[2020] SGHC 209,Arbitration - Award - Recourse against award,2020,https://www.elitigation.sg/gd/s/2020_SGHC_209,17223,0,Vinodh Coomaraswamy J,Not found
[2020] SGHC 224,"Companies — Winding up — Buy-outs, Companies — Winding up — Oppression, Companies — Winding up — Just and equitable winding up",2020,https://www.elitigation.sg/gd/s/2020_SGHC_224,18984,139,Ang Cheng Hock J,Wong Siew Hong and Sanjay S Kumar (Eldan Law LLP) for the plaintiffs Lee Mun Kong Lawrence (Aptus Law Corporation) for the defendants.
[2020] SGCA 105,"Arbitration - Arbitral Tribunal - Jurisdiction, Arbitration - Award - Recourse against award - Setting aside",2020,https://www.elitigation.sg/gd/s/2020_SGCA_105,8287,82,Judith Prakash JA,"Davinder Singh SC, Fong Cheng Yee David,Gerald Paul Seah Yong Sing and Hanspreet Singh Sachdev(Davinder Singh Chambers LLC) for the appellantsMichael Hwang SC, Chan Min Jian (Instructed Counsel) (Michael Hwang Chambers LLC) andChew Kei-Jin and Tan Silin Stephanie (Ascendant Legal LLC)for the respondents."
[2020] SGCA(I) 5,"Damages — Assessment
 
",2020,https://www.elitigation.sg/gd/s/2020_SGCAI_5,6543,0,Sir Bernard Rix IJ,"Dhillon Dinesh Singh, Lim Dao Kai, Margaret Joan Ling Wei Wei, Teh Shi Ying and Dhivya Rajendra Naidu (Allen & Gledhill LLP) for the appellants Yim Wing Kuen Jimmy, SC, Lee Song Yan, Kevin and Eunice Lau Guan Ting (Drew & Napier LLC) for the respondent."
[2020] SGCA 102,"
Criminal Law — Elements of crime, Criminal Law — Statutory offences — Misuse of Drugs Act (Cap 185, 2008 Rev Ed), Criminal Procedure and Sentencing — Review of concluded criminal appeals

 
",2020,https://www.elitigation.sg/gd/s/2020_SGCA_102,16150,0,Sundaresh Menon CJ,"Ravi s/o Madasamy (Carson Law Chambers) for the applicant Mohamed Faizal Mohamed Abdul Kadir SC, Chin Jincheng and Chong Kee En (Attorney-General's Chambers) for the respondent."
[2020] SGCA 103,"Contract — Formation, Civil Procedure – Pleadings, Equity — Fiduciary relationships — Duties — Breach, Contract — Contractual terms — Express terms — Breach, Tort — Passing off — Misrepresentation or confusion — Damage
 
",2020,https://www.elitigation.sg/gd/s/2020_SGCA_103,13881,102,Sundaresh Menon CJ,"Tan Gim Hai Adrian, Ong Pei Ching, Hari Veluri, Yeoh Jean Ann and Jason Hong (TSMP Law Corporation) for the appellantNg Lip Chih and Goh Hui Hua (Foo & Quek LLC) for the respondents."
[2020] SGHC 223,Criminal Procedure and Sentencing - Sentencing - Principles,2020,https://www.elitigation.sg/gd/s/2020_SGHC_223,4396,67,See Kee Oon J,Yusfiyanto Bin Yatiman and Michelle Lee (Rajah & Tann LLP) for the appellant Lee Zu Zhao and Emily Koh (Attorney-General's Chambers) for the respondent.
[2020] SGCA 104,"Criminal Law — Offences — Culpable homicide, Criminal Procedure and Sentencing — Appeal — Procedure ",2020,https://www.elitigation.sg/gd/s/2020_SGCA_104,1454,12,Andrew Phang Boon Leong JA,The applicant in personFrancis Ng Yong Kiat SC and Norine Tan Yan Ling (Attorney-General's Chambers) for the respondent.
[2020] SGHC 222,"Arbitration — Costs — Awarded, Arbitration — Arbitral tribunal — Jurisdiction, Arbitration — Award — Recourse against award — Setting aside",2020,https://www.elitigation.sg/gd/s/2020_SGHC_222,2777,41,Andre Maniam JC,"Goh Siong Pheck Francis and Toh Wei Qing Geraldine (Harry Elias Partnership LLP) for the plaintiff Prakash Pillai, Koh Junxiang and Charis Toh Si Ying (Clasis LLC) for the defendants."
[2020] SGCA 101,Criminal Procedure and Sentencing — Review application ,2020,https://www.elitigation.sg/gd/s/2020_SGCA_101,6522,41,Andrew Phang Boon Leong JA,"Ravi s/o Madasamy (Carson Law Chambers) for the applicantFrancis Ng Yong Kiat SC, Wuan Kin Lek Nicholas and Chin Jincheng (Attorney-General's Chambers) for the respondent."
[2020] SGHCF 17,"Civil Procedure — Judgments and orders, Family Law — Matrimonial assets — Division 
",2020,https://www.elitigation.sg/gd/s/2020_SGHCF_17,10822,89,Tan Puay Boon JC,"Philip Lam Hoe Wai (Lam & Co) for the plaintiff (until 2 July 2020), the plaintiff in person (from 2 July 2020) Wong Kai Yun and Chan Xian Yi Jonathan (Zeng Xianyi) (Chia Wong Chambers LLC) for the defendant."
[2020] SGCA 100,"Courts and Jurisdiction - Jurisdiction, Family Law - Ancillary powers of court - Section 112(4) Women's Charter (Cap 353, 2009 Rev Ed)",2020,https://www.elitigation.sg/gd/s/2020_SGCA_100,7680,107,Steven Chong JA,Liaw Jin Poh (Tan Lee & Choo) for the appellant Seenivasan Lalita (Virginia Quek Lalita & Partners) for the respondent.
[2020] SGCA 99,Civil Procedure - Judgments and orders - Enforcement - Priority of creditors,2020,https://www.elitigation.sg/gd/s/2020_SGCA_99,7581,68,Judith Prakash JA,"Salem bin Mohamed Ibrahim, Kulvinder Kaur, Ashley Yeo and Kenneth Goh (Salem Ibrahim LLC) for the appellant Dr Tang Hang Wu (instructed counsel, TSMP Law Corporation), Peter Cuthbert Low, Choo Zheng Xi, Low Ying Ning Elaine and Wong Thai Yong (Peter Low & Choo LLC) for the first respondent Attendance of the second respondent dispensed with Associate Professor Alvin See Wei Liang (School of Law, Singapore Management University) as amicus curiae."
[2020] SGHC 220,Copyright — Copyright tribunal,2020,https://www.elitigation.sg/gd/s/2020_SGHC_220,9263,0,Dedar Singh Gill J,"Lee Hwee Khiam Anthony, Wang Liansheng and Chua Siew Ling Aileen (Bih Li & Lee LLP) for the applicant Dr Stanley Lai SC, Goh En-Ci Gloria, Mak Sushan Melissa, Soon Jia Ling Amanda and David Lim (Allen & Gledhill LLP) for the respondent."
[2020] SGCA 98,Criminal Law — Statutory offences — Misuse of Drugs Act ,2020,https://www.elitigation.sg/gd/s/2020_SGCA_98,7221,82,Tay Yong Kwang JA,"Wong Siew Hong and Andy Yeo (Eldan Law LLP) for the appellantMark Jayaratnam, Sunil Nair and Samuel Yap (Attorney-General's Chambers) for the respondent."
[2020] SGHC 221,"Civil Procedure — Judicial review — Leave, Administrative Law — Remedies — Prohibiting order, Administrative Law — Judicial review — Locus standi, Criminal Procedure and Sentencing — Search and seizure, Evidence — Witnesses — Privilege — Legal professional privilege, Administrative Law — Judicial review — Prima facie case of reasonable suspicion",2020,https://www.elitigation.sg/gd/s/2020_SGHC_221,14109,102,Ang Cheng Hock J,"The plaintiff in person Leong Weng Tat, Charis Low and Cheng Yuxi (Attorney-General's Chambers) for the defendant."
[2020] SGHCF 16,"Family Law — Custody — Access, Family Law — Maintenance — Child, Family Law — Maintenance — Wife 
, Family Law — Custody — Care and control, Family Law — Matrimonial assets — Division",2020,https://www.elitigation.sg/gd/s/2020_SGHCF_16,11613,110,Tan Puay Boon JC,"Foo Siew Fong, Gill Carrie Kaur and Yap Ying Jie Clement (Harry Elias Partnership LLP) for the plaintiff Kronenburg Edmund Jerome, Ho Mingjie Kevin, Tan Po Nin Jeslyn, Tan Qian Ni Roseanne and Colin Wu Guolin (Braddell Brothers LLP) for the defendant."
[2020] SGHC 219,"Contract — Misrepresentation Act
, Contract — Misrepresentation — Fraudulent, Companies — Fraudulently inducing investment",2020,https://www.elitigation.sg/gd/s/2020_SGHC_219,6581,0,Chan Seng Onn J,Valliappan Subramaniam (Veritas Law Corporation) for the plaintiffs Suhaimi bin Lazim (Mirandah Law LLP) and Abdul Rohim bin Sarip (A. Rohim Noor Lila LLP) for the defendants.
[2020] SGCA 97,Criminal Procedure and Sentencing — Criminal motion — Leave for review ,2020,https://www.elitigation.sg/gd/s/2020_SGCA_97,2760,29,Tay Yong Kwang JA,"Ravi s/o Madasamy (Carson Law Chambers) for the applicantWong Woon Kwong, Muhamad Imaduddien bin Abd Karim, Li Yihong, Sarah Siaw (Attorney-General's Chambers) for the respondent."
[2020] SGHC 218,Revenue Law — Income taxation — Deduction,2020,https://www.elitigation.sg/gd/s/2020_SGHC_218,2091,29,Choo Han Teck J,"Allen Tan Tiaw Kheng, Soh Zi Qing Jeremiah and Ng Boon Kiat Kevin (Wong & Leow LLC) for the appellantQuek Hui Ling, Zheng Sicong and Shawn Joo Jian Hua (Inland Revenue Authority of Singapore) for the respondent."
[2020] SGHCR 7,"Tort – Defamation – Malice
, Civil Procedure – Pleadings – Striking Out",2020,https://www.elitigation.sg/gd/s/2020_SGHCR_7,2794,33,Justin Yeo AR,Mr Darius Lee and Mr Leng Ting Kun (Foxwood LLC) for the Plaintiff Mr Mahmood Gaznavi (Mahmood Gaznavi & Partners) for the Defendant.
